ID,Date,Age,Gender,Region,Education,Income,Spending,Satisfaction,Experience,Credit_Score,Loan_Amount,Category
188,2020-01-28,34.271710873431275,Male,West,Master,74967.99362572467,6330.254328610421,10.0,3.4723599122025965,729.6519896322715,25282.460459881815,High
189,2020-10-06,26.53206281931595,Male,East,Bachelor,46710.98398170244,4829.201182124092,10.0,2.460920840339081,643.2390920789949,20350.282529895132,Medium
190,2020-06-14,19.851527753141355,Male,South,PhD,54963.92551165732,6432.78808051325,9.784481788647454,3.2452770397466906,673.92606065545,28751.078977444427,Medium
191,2020-01-17,30.53485047932979,Male,West,High School,53564.438302902956,6498.347127659846,10.0,3.5637242854349345,662.5186113091265,16445.78114578628,Medium
192,2020-12-04,43.56398794323472,Female,West,Bachelor,91740.61753220297,5873.231901151512,10.0,6.078427392641377,600.8550188694902,50053.75472218511,Very High
193,2022-12-04,37.14093744130204,Male,North,Master,50618.63902425635,5319.140714884271,6.752118503536173,12.047227360102273,706.9781337336312,3441.7100243461928,Medium
194,2022-04-21,22.54261221288012,Male,East,Master,74676.77144727673,7138.3097651173475,10.0,2.851869691172479,762.5751742977385,30304.9149891736,High
195,2020-07-07,36.73180925851182,Male,West,High School,81760.21268088745,6349.01963913869,10.0,3.7501240831536125,781.7543035677407,32413.404360441404,Very High
196,2021-10-12,38.85317379728837,Male,North,Master,96870.8899243855,9484.19523522099,10.0,4.810630960666256,838.3994802061096,80530.47405624682,Very High
197,2022-12-20,26.16142563798867,Male,West,Bachelor,56935.41392955187,5555.042779997977,10.0,6.187396546129241,724.275992351266,7894.284976021346,Medium
198,2020-10-20,36.53725105945528,Male,North,Bachelor,78953.45792343008,6699.362509085266,10.0,5.790652435864355,666.903974692969,1698.0075147727555,High
199,2022-11-22,35.58208718446,Female,North,High School,102015.82114031265,8410.850713357571,10.0,8.852287381844352,746.9479574890163,58803.34980704944,Very High
200,2021-02-18,23.57029702169377,Female,East,Master,52520.52335684143,5344.505769456509,10.0,2.279176211605625,664.1535334390205,24558.854640114816,Medium
201,2022-03-13,38.577873603482836,Female,West,High School,46263.33308875602,3293.3857034321804,8.727719815010564,2.1607896105870186,653.2966110881739,7501.619417544382,Medium
202,2021-03-06,40.60784526368234,Male,East,Bachelor,42103.77212322471,4732.373845995012,9.284376738692014,3.5123654839695524,734.0293098436224,6788.033077276805,Medium
203,2022-11-12,45.830512431752766,Male,North,Bachelor,83605.93664879634,7717.683036856514,10.0,8.291900562631126,781.5787485998418,60512.06334459797,Very High
204,2021-05-01,45.53802052034903,Female,South,Master,44521.757139295754,4861.260995249972,8.930811178057631,0.3030559051832107,846.7778582355868,35552.63265965221,Medium
205,2020-03-29,21.22330632042909,Female,West,Master,55026.8673661457,5014.431909334262,10.0,4.022897019081272,850.0,1092.7007637161223,Medium
206,2020-09-27,25.621749600848773,Male,South,Master,69370.57260600879,7137.417522321115,10.0,6.713538218657626,696.7061034734102,22925.80555827365,High
207,2022-06-18,40.1503526720866,Male,West,Bachelor,72852.80938849201,6267.568302183637,10.0,5.7309716711081435,312.0400639310471,54848.000692891204,High
208,2020-10-04,40.13785950912209,Male,East,Bachelor,76450.60271732362,6194.972755020244,10.0,1.7293747796017107,826.5844520473739,24371.74210370639,High
209,2020-07-24,40.150476863060476,Male,East,Bachelor,73409.58626854305,7248.426438521537,10.0,2.0433811978372103,642.7815386383807,24606.359067027217,High
210,2022-07-01,73.52731490654722,Male,East,Master,105946.64465297452,9287.424801176026,10.0,2.0907688410959766,681.7448971228483,36663.03064921459,Very High
211,2020-11-23,40.70890510693167,Female,East,PhD,56069.70684238388,7476.443003453975,9.664419441978364,5.33160595242182,622.294886185831,9855.167381402916,Medium
212,2022-05-07,46.35565640180599,Female,East,High School,63022.901124025026,7129.357292587903,10.0,3.121054171450979,631.3814975665894,9704.31342032218,High
213,2022-05-26,44.54001763493203,Female,South,Master,60680.11713840365,6881.984731936288,10.0,6.482191756926559,732.5872152873466,44626.36657895593,High
214,2022-05-11,41.51391251305798,Female,East,High School,83209.83343446814,6781.5562071994655,10.0,3.5638799887131736,560.4760889563137,4923.925949200476,Very High
215,2020-12-01,31.847307553596544,Female,North,Bachelor,79429.63260272422,6138.1323533812465,10.0,2.429444404616602,601.0871906262882,35750.094918620656,High
216,2021-08-28,42.589692204932675,Female,North,Bachelor,78063.22589224397,6821.076646056705,10.0,1.621838117266849,740.4423072042296,41623.66923258571,High
217,2021-08-14,27.27174785462428,Female,South,Bachelor,81388.27893066106,7351.92034746196,10.0,4.230977964882523,775.0709609026529,7377.892078538387,Very High
218,2022-11-27,32.63181393259991,Male,West,Bachelor,48645.29395565425,4594.631810806367,8.460249177305364,3.3858567245295843,711.4447524049098,12478.437003306259,Medium
219,2022-10-10,30.146364521708964,Male,North,Bachelor,90081.54393412155,7268.531288139019,10.0,7.3935313396873,651.4594599749132,61236.82030317275,Very High
220,2021-12-08,35.81874139386323,Male,West,Bachelor,90757.95002261549,7596.433693745985,10.0,0.5780103149801725,633.689335118607,45415.379813355736,Very High
221,2022-09-04,58.146585666735085,Female,South,Master,90107.62279205373,7614.976852873327,10.0,5.136474428992256,679.5517622053155,15351.917917133676,Very High
222,2021-02-28,16.32734807408252,Female,West,Bachelor,84890.65766860716,7319.687143017357,10.0,6.675009269635117,,49542.976879913425,Very High
223,2021-08-09,41.86260190374514,Male,West,High School,46081.95283670597,5539.314135628287,8.956319682706514,10.569942309685864,790.7116426006669,34035.18394648763,Medium
224,2022-03-16,18.872841288103483,Female,West,Master,51569.698600111966,4933.544884132675,10.0,3.5547020867195744,448.3956786231489,9700.740587143822,Medium
225,2021-12-20,30.280681342105666,Male,West,Bachelor,54110.78876082355,5241.306834218394,8.27504779974748,5.973375813057551,636.1487018258105,17839.775274466105,Medium
226,2022-08-06,45.889505969673664,Female,South,Bachelor,83766.94284119699,6503.206394386823,10.0,0.411588377687095,584.2660415798736,29186.260307403725,Very High
227,2021-10-16,35.64280019095463,Male,North,Master,52069.28900144513,7271.14439600465,10.0,2.1758686129390714,488.9143102675413,30390.98683566738,Medium
228,2021-04-18,24.222552220706937,Male,East,Bachelor,73473.70335041576,6677.990080395698,8.939743701107187,7.5343231273450995,793.6430712353132,25625.283299720526,High
229,2021-07-21,27.846962907400318,Female,West,High School,84481.52361365088,7026.776790818032,10.0,4.983319119055788,773.4255046772356,39350.48893039675,Very High
230,2020-07-29,41.79597748934676,Male,North,Bachelor,81326.03224593337,6699.242857018903,10.0,8.535538069395269,757.595416086593,9800.13487231285,Very High
231,2022-12-17,27.696333682828634,Male,North,PhD,68104.43219633683,8857.899155750805,10.0,0.8797913330907523,778.311448365773,13261.84465897631,High
232,2020-08-02,37.16458589581975,Male,South,Bachelor,53764.19283439864,4763.98592396631,7.771044089641867,6.5597064185862575,609.5564959921836,28074.16402450926,Medium
233,2022-06-18,35.45571839903814,Female,North,Master,55025.09470763859,5122.972771472981,9.78813131117472,10.60645352163156,616.7864377819243,13287.124881068134,Medium
234,2021-04-11,28.48399652394183,Female,South,Bachelor,82986.28184142092,7560.758204732843,10.0,6.259116825071798,850.0,23221.03150036575,Very High
235,2020-12-19,56.439440893253256,Male,West,High School,89909.95550520661,8141.532902372325,10.0,5.829744516773147,705.1628055844558,1506.6206678526978,Very High
236,2022-11-08,41.33919022318011,Female,West,Bachelor,70084.3023209269,7144.230455316164,10.0,5.025668242473049,763.6818159472629,24211.35998661464,High
237,2021-09-16,14.74857413342393,Female,East,Master,51105.64388022361,7059.609551254198,10.0,0.2873556286222634,652.8494418567788,24679.983655518725,Medium
238,2021-01-06,36.86454314769428,Male,East,High School,38045.153477176485,5234.469139244388,10.0,9.066718807131044,441.2644539465115,14202.741467037386,Low
239,2020-07-02,28.38213535231612,Male,East,Bachelor,48128.28139589148,4524.782949981439,9.29886844633494,3.167427080584803,441.79366241165616,15445.497158398306,Medium
240,2021-11-04,43.52433334796224,Male,North,Bachelor,100433.45298107697,7318.552137443959,10.0,6.513449769149051,692.9684839681635,31989.67593365566,Very High
241,2022-01-24,27.074792615672994,Male,West,Bachelor,44330.56274279949,5418.437754407855,8.692741791914365,0.31089708028623964,744.2712506525978,20716.407596134362,Medium
242,2020-11-17,33.85263558533101,Female,South,PhD,69768.51511098171,8336.880449235356,10.0,1.4616210064766588,,10325.698524941787,High
243,2021-03-10,40.049872789804574,Male,East,High School,85136.59599283026,6012.304905788763,10.0,9.305262197666707,811.6809084080639,48995.424083529164,Very High
244,2022-12-02,43.657551941701215,Female,South,Bachelor,53004.935950816216,6622.813275364056,10.0,3.9580931331264715,557.3052540080009,2561.7809122270437,Medium
245,2020-10-19,22.997035929442237,Female,South,High School,64269.17508643737,6206.200108620618,10.0,9.359826428127633,840.1255991851061,7402.765741440775,High
246,2021-11-18,31.654987641590516,Male,East,PhD,79896.22688345509,7737.1641076148935,10.0,4.765308022824446,613.3031237482718,16780.867572109702,High
247,2022-06-06,30.25054688839044,Female,West,High School,65312.763272803975,6140.737750824218,10.0,0.5256933188735724,701.9079664126049,44767.7796214779,High
248,2020-03-09,28.46670767426288,Male,East,Bachelor,107259.39967213296,7501.175571369186,10.0,7.676202799195162,763.4835703534923,38269.37577054902,Very High
249,2020-02-25,52.65454240281097,Other,South,Master,51298.28231823255,6432.122632965718,9.71630211762078,3.2303230467331767,635.2091826050065,17988.00294303589,Medium
250,2021-09-22,39.049817109609556,Female,East,Master,85405.83650306295,7979.623049544088,10.0,7.09606644055113,850.0,17836.34643112858,Very High
251,2021-02-23,22.391160456649548,Female,South,Bachelor,58603.55416737781,6586.841928175034,10.0,5.075632602620247,596.6960563181595,28038.1696013736,Medium
252,2021-07-20,44.17861947054776,Female,South,Bachelor,83668.11205782401,7272.319556471849,10.0,0.3706453161713892,582.3756985444553,18092.533984598005,Very High
253,2021-07-03,56.22156197012633,Male,East,Bachelor,84730.38826055184,6864.144194935789,10.0,5.492884296111707,,33727.964857040395,Very High
254,2020-08-30,45.32465260551147,Female,North,Bachelor,61664.983346105786,4964.679818288451,10.0,11.588669426458397,633.3472932635589,15599.96269886494,High
255,2022-01-17,19.806300340459867,Female,East,High School,63338.09605712004,6483.552238168512,8.774433712009065,6.478959375543377,850.0,46175.90743647473,High
256,2021-06-10,30.157659271337486,Female,North,Bachelor,37210.307864694434,5400.948287396436,7.054774072570881,4.827446740983611,692.0713633733864,2445.007521538773,Low
257,2020-03-17,47.669111491866225,Female,South,Bachelor,82883.26825450402,6257.5975138488875,10.0,8.226030205870693,674.8324789871456,16993.24107829939,Very High
258,2021-03-15,27.923305343812192,Female,South,Bachelor,68434.02966176398,5919.276957762646,10.0,5.632005395609332,581.2569024048194,55301.023409214926,High
259,2022-12-14,39.43819428146229,Male,North,Master,79298.99967037767,7119.119284409771,10.0,5.628602690788383,520.5691582838768,27458.566404648904,High
260,2021-05-30,42.74634053429337,Male,South,PhD,87244.94514345395,6236.234387730966,10.0,1.7251244835226922,621.9679817131646,8112.497083611933,Very High
261,2021-09-06,25.73069528421917,Female,North,Bachelor,68379.64524525525,5687.57184988922,10.0,5.701544077368795,698.2534676664236,30593.338900560364,High
262,2022-10-27,34.404746439382,Male,North,High School,69423.71451666515,5123.062565836993,10.0,8.106330249250835,831.5802941928072,14410.249085154885,High
263,2021-11-06,2.5873265993092716,Female,South,High School,38077.638249735246,4851.851529765684,8.631099450637672,2.491813543699926,738.3241907382624,12294.914538654184,Low
264,2021-02-23,24.756123586657104,Female,West,PhD,51694.75033859279,4724.737584104269,10.0,9.273487463740842,676.2989838418234,8036.578695004647,Medium
265,2020-10-02,32.4743184860684,Male,North,Bachelor,84038.17854569416,5699.617209891408,10.0,4.724881927564622,685.7595905211399,77966.53232651,Very High
266,2021-08-30,22.522168180351507,Male,East,High School,82806.11517576543,8692.107483426287,10.0,2.336691465384378,742.4934659927462,28792.06652067795,Very High
267,2021-07-24,51.32411303931635,Female,East,Bachelor,72090.39997497736,7889.8349419123115,10.0,7.992896230760733,642.3170002014971,1274.7142496104905,High
268,2020-03-30,20.698586220393672,Male,South,Bachelor,61039.33431899595,5583.3991760669605,10.0,4.139617292785192,843.9150682143794,47125.39390652333,High
269,2020-10-08,30.59955513303016,Female,West,Bachelor,51730.5619416086,5772.897712435266,10.0,7.278544662458323,634.5421057557091,29969.88569477699,Medium
270,2021-09-29,36.30740577286091,Male,South,Bachelor,85745.05556544213,7682.883262856907,10.0,4.124724103224389,712.8563253062116,20371.834488845274,Very High
271,2022-03-21,49.412732890661154,Female,West,High School,84687.61880070725,8067.172485279923,10.0,4.820521569410289,497.79299509934765,21888.661533214814,Very High
272,2022-05-17,20.641378488205607,Male,North,PhD,89438.95079105903,6844.994256137959,10.0,6.480680613002875,709.3344169298417,49826.20663982426,Very High
273,2021-04-06,46.63163752154959,Female,North,Bachelor,60140.97260307871,6895.401406295504,10.0,5.8726911727700175,753.9303590026515,18953.40918605304,High
274,2022-01-19,35.10233061019587,Male,North,Master,61881.04681982468,5849.482076761957,10.0,0.9865953413552155,566.9898359357949,292.5232253184196,High
275,2020-10-27,25.18491348952049,Female,North,Master,66064.14558264383,5427.952980285091,10.0,1.6362687797168247,607.0562577160064,49299.04003139433,High
276,2021-08-22,39.62103474263271,Male,East,Bachelor,79507.86043720291,7653.497745752872,10.0,7.788229954372446,788.2868226477723,27428.32027056347,High
277,2021-06-12,36.9905969557347,Female,East,Bachelor,65260.28391465287,7223.151423521365,9.909657396708916,4.603590233295359,532.8548454775004,43789.28771976764,High
278,2020-05-19,28.997831228412053,Female,South,Bachelor,51404.499257400515,7788.916600572599,10.0,3.428806091685735,758.5890992689929,31753.215540328732,Medium
279,2020-10-04,35.69802084990019,Male,West,Bachelor,81070.12335880366,6075.332262627403,10.0,0.924277954227577,658.9258577002971,26041.442439778933,Very High
280,2021-10-24,31.1468640313824,Male,North,Master,76390.46245387493,7162.275997015751,10.0,1.7607910361724546,663.9241028586296,51040.03269855693,High
281,2021-05-25,36.13517345251248,Male,North,PhD,54323.47521780037,5307.675207473004,10.0,1.0653959198858427,546.2591099230414,10848.66212232638,Medium
282,2020-04-23,41.62130674521047,Female,West,High School,91142.29538918767,8200.707134635473,10.0,4.696157843895401,770.0892168211636,5284.547868255095,Very High
283,2021-08-02,50.86016816145352,Female,West,High School,92983.0647186758,6654.804751681738,10.0,3.2046872582568593,850.0,29888.888465612617,Very High
284,2021-11-21,22.62184501173151,Female,South,PhD,63325.36996458265,5119.34704323885,10.0,2.1002363270440547,,32324.01224448858,High
285,2021-09-28,56.330333746562665,Male,West,Master,79359.13480892188,6105.417139664985,10.0,4.79562972449614,622.2897434237902,25085.884540520274,High
286,2022-04-02,15.479122004774982,Male,North,Master,66050.4275691261,6377.040951650136,10.0,6.0919118925582145,,28312.24941457787,High
287,2022-05-24,33.482149049644164,Female,North,High School,53815.52847097821,5200.602618329537,8.72893480578247,11.279593796629834,625.9631023485315,35562.63532150846,Medium
288,2022-07-28,40.883172064845766,Female,North,Bachelor,70892.05821988411,7109.013911905493,10.0,0.4643497413103592,829.2326145825242,29556.295287040684,High
289,2022-07-30,37.809918677350325,Other,North,Master,36619.20616953746,5836.4503062740905,10.0,8.478143129901566,703.9060525555112,13682.45240805678,Low
290,2020-12-23,28.773004801794063,Male,North,Master,77533.33708344106,7560.113535186318,10.0,7.919304683045215,,43065.910784354994,High
291,2020-01-03,32.918777496427246,Female,South,Bachelor,43036.990411585735,6328.037457831648,10.0,2.6627217818698985,535.6660175276687,19523.661357202505,Medium
292,2021-02-07,30.069990653411672,Male,North,High School,87586.29275314082,7588.747249611527,10.0,5.609707863758093,819.6111077898206,7566.973156029102,Very High
293,2020-01-25,29.106352430557884,Male,South,Bachelor,59601.374805782194,4798.511629825882,10.0,3.6271002519871542,684.3684768260662,28478.589318049246,Medium
294,2021-05-23,43.496020970210246,Female,North,Bachelor,68573.00575613747,7659.1146326936405,10.0,5.557065741256217,584.77041674149,32849.11171335957,High
295,2021-11-26,38.57015485965047,Female,East,Bachelor,59869.06883855765,5799.092475110627,10.0,9.527393040213653,606.3791861277341,21255.081250010906,Medium
296,2020-03-01,28.07090404739346,Other,East,PhD,59714.86891486558,6651.061859909951,10.0,6.816818697893939,478.8060758207931,30779.66812980267,Medium
297,2020-05-02,43.995998754332504,Male,East,Bachelor,93275.9695543868,8874.499738018425,10.0,6.525825119700325,727.714610356134,19773.903189301753,Very High
298,2020-02-24,38.072995208766095,Male,East,Master,31719.367756356856,5244.675307781957,7.868052980121606,3.709072040136073,834.5077081142902,7862.5427788666775,Low
299,2022-08-31,43.1286211883896,Female,South,High School,90718.79138551762,6440.124089387163,10.0,0.5478300052269942,811.9309218442679,3458.3976867816755,Very High
300,2022-11-28,41.29628841923612,Female,South,Master,75718.49642614368,6138.602229059562,10.0,4.374595368378777,850.0,35580.91774622323,High
301,2021-06-29,26.710049890779278,Male,West,PhD,45249.7002275314,6082.497283689932,10.0,8.619824464591746,728.7391094340608,36290.54115317156,Medium
302,2020-04-22,29.398189598030307,Male,North,High School,48569.408903276584,5428.91791050546,9.228943187387438,0.4184964302310572,749.8867521418224,8407.363748968779,Medium
303,2021-02-28,42.472936051232615,Male,East,High School,96382.36343373936,7696.949731538749,10.0,1.8347318954699148,850.0,12128.122878263805,Very High
304,2022-07-06,41.10370265433465,Female,South,Bachelor,56369.24812802635,6198.717902145214,9.428980086174802,5.378803208702204,700.4648221902753,22416.023705005366,Medium
305,2020-08-17,34.79098406035852,Male,North,High School,50095.23437123987,5992.465692872909,9.42395793320706,2.046035645458213,631.4677365917918,26772.952680823113,Medium
306,2022-07-05,36.17327383308782,Male,North,Master,85146.35505201484,7363.199057819373,10.0,2.622429658654362,823.5584617662308,18184.608492576936,Very High
307,2020-06-03,47.77664895788425,Male,South,PhD,78966.61762323084,6737.076245308161,10.0,3.7292042548154685,850.0,47776.996547634466,High
308,2020-06-13,29.084286111641703,Male,East,Bachelor,50473.259407774865,4985.331886897874,8.73658679763671,0.9031477874295515,602.9500545443289,23851.037624597608,Medium
309,2022-08-19,40.470973811700375,Male,West,Bachelor,73484.86153691947,7552.325398372584,10.0,2.077634461350895,624.812814839836,46685.35641655583,High
310,2021-10-10,32.97807347566106,Female,North,Bachelor,51102.74648322637,6223.53020791884,10.0,7.110283750361926,,2459.148825144045,Medium
311,2022-07-26,32.8231879677278,Male,West,Master,82923.91496020298,6550.887252687755,10.0,1.077890653307108,798.9977166135722,50867.89537788918,Very High
312,2021-05-26,45.9877685198719,Female,East,High School,88914.44873303296,8507.103848179471,10.0,0.20638359651548654,807.6380023322221,45865.69424727706,Very High
313,2022-07-20,43.2541634898803,Male,East,Bachelor,79607.17472726929,6715.025718295313,10.0,3.109925061398317,566.7975894357787,45133.70065266993,High
314,2020-09-22,43.135096360006386,Female,West,Bachelor,76992.46409870844,6339.688572864465,10.0,7.195866507529537,850.0,38469.02681829839,High
315,2020-07-05,48.05478807154329,Female,East,Bachelor,100445.21590878225,7401.394937783154,10.0,4.409234576009331,686.7739388778795,43828.02734906838,Very High
316,2022-11-29,35.21003841632759,Female,North,High School,67600.31411898718,5602.778149717746,9.524346488564852,3.606256765653145,658.6941285491164,44567.48238933686,High
317,2021-01-25,41.81952971294964,Female,West,Master,53181.6529751628,5404.135105590946,9.387837672681679,5.133076392546821,566.0978699515437,42226.858795655804,Medium
318,2021-10-16,31.89733243406544,Male,East,High School,72690.77490951732,7863.944008991519,10.0,0.2371222985789565,850.0,12608.786361496104,High
319,2020-06-24,38.24166352488442,Male,West,High School,100411.53750549891,7128.583127945534,10.0,6.484116961325097,775.0301420397946,58981.79413628339,Very High
320,2022-02-12,33.698569456323156,Female,North,Master,51627.8923303738,5853.743293080174,7.515349980060567,6.150305094210933,568.1582765925912,23815.48438463479,Medium
321,2022-02-02,35.96995964992718,Other,East,Master,62563.03832455381,5823.06647270367,9.274326976876251,3.772074577712836,761.5184316453523,20133.957156041244,High
322,2022-07-19,40.95157025436914,Female,North,High School,76722.47569870636,6771.144568026251,10.0,8.01777353538925,780.358529328416,11688.71742127674,High
323,2021-12-11,26.817793167665275,Female,East,High School,62600.32384874655,5386.923005713809,9.124609247129111,1.6175117031408837,656.4279453395047,27588.106650786867,High
324,2022-04-05,55.92387275685461,Female,South,High School,63227.38267276759,5879.14919776821,10.0,8.383726979760707,760.5154366238735,4336.493132654292,High
325,2021-08-11,24.93982618500298,Male,East,Bachelor,79297.78093595855,7001.385707472665,10.0,5.463480996785753,626.0663657888307,30027.21892346129,High
326,2021-06-14,22.85811387212268,Male,West,High School,96229.66776632024,8222.495616476284,10.0,3.9903422303654796,693.1675080377153,27658.35842745799,Very High
327,2022-12-21,46.581108735000676,Female,East,High School,76232.52625285895,7236.932258517779,10.0,4.940379093895065,501.4433870491116,24908.745222959755,High
328,2020-10-07,42.91662693962936,Female,North,Bachelor,57897.289123774666,4934.612957082823,9.652976459982277,4.678205702567174,533.3994698255931,21451.798824635312,Medium
329,2020-08-14,41.24119817052155,Male,North,Master,47386.19120945865,6159.092999335272,9.845201975433595,8.66084868925315,825.5354629859859,25056.472518748567,Medium
330,2021-09-30,41.2834550926428,Female,East,Bachelor,74511.3672646391,7155.0252361838775,10.0,1.7699626175869598,850.0,4363.6913240175745,High
331,2022-12-17,34.87753227153085,Male,West,Master,83996.9262855093,7260.2487402136685,10.0,2.7124422825602053,724.5727174359148,10226.355371787095,Very High
332,2022-07-09,26.027456285141685,Female,South,High School,70141.24434000158,6217.171182511856,10.0,8.108908676217439,850.0,26562.52354657375,High
333,2021-04-21,35.75804558193726,Male,West,PhD,67842.96517718582,5874.572924446749,10.0,3.213395194448422,669.6784816935411,17010.247932057115,High
334,2021-12-16,28.228382884878883,Male,South,Master,55275.116665599846,6061.804294396679,10.0,7.701599231994775,636.209203074409,36479.55854758704,Medium
335,2020-08-30,44.75119733417751,Female,North,Master,55993.14417631741,6458.535707876154,9.194741783512482,10.098307949026129,667.6373531991904,27500.784789828806,Medium
336,2021-01-01,33.52942618497861,Male,West,Master,79285.98298736254,5589.008471350986,10.0,3.794614919175099,696.0798064423685,46663.063516661074,High
337,2022-07-24,26.745028032074885,Female,South,PhD,77079.08833682122,6686.58516041099,10.0,7.0440869797259165,682.6385443176243,48704.60004041034,High
338,2022-04-17,31.786141583470066,Female,East,Bachelor,42707.123991374036,4659.763638950311,9.881856429091604,1.5389231559804246,749.7540586977034,11774.44420492365,Medium
339,2022-06-24,39.12931454275624,Female,North,High School,93412.24194408838,7786.895888796262,10.0,7.264199894203427,751.8380492837971,36109.615283590654,Very High
340,2021-01-10,29.36275447196025,Male,East,Bachelor,73292.44554939015,7561.5560587803875,10.0,5.598271957960302,767.8330675421607,41343.17920899024,High
341,2021-12-11,26.777796044335687,Male,North,Master,84382.81769935475,6578.836347795809,10.0,6.419114846480646,821.9036879264426,43352.13405238898,Very High
342,2020-12-08,37.436872114919126,Male,West,Master,48586.519830182835,5047.775391704907,9.929211987885726,3.063283783893815,685.991619225839,17279.212160861643,Medium
343,2020-08-27,37.44966571108723,Other,West,Bachelor,48237.470524312026,5140.0284291768,9.497031895577134,0.016749753298482162,549.4478084578002,28610.666611570974,Medium
344,2020-05-18,29.9305682462887,Female,North,High School,62730.7444766349,5406.353784114014,7.936184084176009,6.5097561942485145,540.174900056866,30547.09513167531,High
345,2021-02-23,30.28961694381677,Female,North,Bachelor,72686.5748753363,6384.38528506763,10.0,1.190209457438364,710.2512132314031,26912.56358255858,High
346,2020-10-30,37.32049937357636,Female,North,PhD,95605.66203069265,8387.900299460198,10.0,4.047948523272396,724.0856935788919,33011.63831035352,Very High
347,2020-04-24,20.519156585026757,Female,West,Bachelor,70850.76199974035,5514.291722917312,10.0,7.823545599259909,700.4406668914929,12843.265490609998,High
348,2020-12-08,20.925362256234447,Female,South,Bachelor,56822.46197593672,6160.641277102872,10.0,5.575693207619108,662.0395200270149,13602.17335054276,Medium
349,2020-01-07,27.81555778747564,Male,East,Bachelor,48512.24077874944,4035.35834894338,9.738356956720647,10.84502793436944,850.0,29700.452193808742,Medium
350,2021-12-31,32.86552848288153,Female,East,Bachelor,84882.77283222802,6762.052131457027,10.0,8.07532745774532,586.7429201003222,36666.495029952595,Very High
351,2020-06-27,38.10907565598005,Male,West,Master,54583.9564417293,5471.958273228366,9.524201798799334,3.0383048350232706,460.17328590134616,25259.83867402637,Medium
352,2021-02-19,49.753562169495524,Female,East,Master,99303.8094063326,9320.21291677056,10.0,5.081940139554316,781.8453021646262,33141.63111332244,Very High
353,2021-10-27,43.576596232020194,Female,North,Master,67522.52837191246,6069.825538972006,10.0,4.857887892366692,647.4028012850055,35916.22668923887,High
354,2020-05-29,33.40061470036573,Female,South,Bachelor,90559.03843945063,6021.50009000605,10.0,0.25346970996161833,762.7248638518963,56795.664327120736,Very High
355,2021-01-31,34.80983792097311,Male,East,Bachelor,77588.88831137572,5046.4371642391825,9.575208887740928,2.1788032505469404,763.5660788511516,44395.46472695992,High
356,2021-01-15,24.97470635362191,Male,South,High School,60432.42083517408,5904.6506891420695,10.0,3.3177172790604192,799.2753111882379,19084.9474917627,High
357,2022-04-18,34.8148686400761,Male,North,Master,59616.48874264615,7027.833846608946,10.0,1.1086615085678098,518.5103954468984,28424.635630403285,Medium
358,2020-01-01,32.11341361079862,Male,East,Bachelor,60943.08864520811,6139.920847364362,10.0,5.142480404754929,616.2143875046999,22602.1127951945,High
359,2020-08-31,38.227185603380896,Male,West,Bachelor,75538.34318731901,6640.222309064791,10.0,4.252784466040878,743.9528122627144,14330.072287449331,High
360,2022-05-28,26.72769056447677,Female,South,Bachelor,64521.19272550414,7302.762663279984,10.0,0.018681703934722904,756.0887450197309,23677.17178387329,High
361,2022-01-29,40.193465142411725,Female,North,PhD,61189.561450175286,5212.381125164284,10.0,6.212638595831996,850.0,1497.6090931364015,High
362,2022-08-11,50.32738913002578,Male,South,High School,72679.2234102484,7302.834833339393,10.0,7.147618234072878,790.9288439318835,48949.48637013571,High
363,2022-09-03,33.91239851543143,Male,East,Master,68134.85470350296,5530.295812169313,10.0,5.681103436594666,680.5908498183783,38751.52567668936,High
364,2020-01-01,39.01711722098941,Male,East,Bachelor,37577.54719427253,3845.9319089324936,7.3782199633847725,4.0277954743730895,536.111519094279,10693.508097262931,Low
365,2021-07-06,41.90143991711113,Female,West,Bachelor,77823.24168038604,5049.136070926107,9.152486098658535,6.774326455255565,649.2174980888702,23174.38037728895,High
366,2021-04-26,30.987795281141636,Female,North,High School,50798.079269818714,5020.191482563562,10.0,7.040661081430073,592.3258762439267,24071.483459527262,Medium
367,2021-08-22,37.24092481810417,Female,North,Bachelor,51320.47636096591,5708.686757904619,9.135201049324085,5.9222107091590654,718.1643155733079,35580.57560452807,Medium
368,2022-02-01,35.12592400781795,Female,West,Bachelor,42252.79679724832,5428.876377640794,10.0,2.5261632486957173,660.2053381530797,25194.197424329115,Medium
369,2020-11-30,35.97676098548832,Other,West,High School,41079.9930247258,5000.988574150297,10.0,5.829802296533542,499.79502896523377,17418.77306692709,Medium
370,2021-04-09,27.269902161445337,Female,North,Bachelor,43303.23853403833,4559.761742852748,7.892002924196671,8.586441952476438,593.0163301590334,12315.389469409653,Medium
371,2021-08-05,35.245101742589426,Male,South,PhD,56987.236506837355,5975.220215313694,10.0,3.2101128241648094,751.7292283588167,30731.902217922117,Medium
372,2020-05-16,39.979982912454496,Female,South,High School,99288.87851912576,7123.955873957655,10.0,11.293818017397294,783.7439925356574,13141.949820743823,Very High
373,2022-09-30,49.51143607795042,Male,West,Master,66867.52290054716,7384.692268897189,10.0,3.423107198043847,740.5995074023714,17348.038081406292,High
374,2022-08-07,44.59270826085207,Female,South,Bachelor,74962.6057244465,6044.935084369928,10.0,5.0972210400204085,738.2173824546194,52699.66861236415,High
